Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
RMPAQUNB,thesis,2013,"Мазина, Н.А.",Структурно-семантические особенности представления научных школ и построение сетей (на примере российского социологического сообщества),,,,,,,2013,27/07/2021 5:04,10/12/2021 9:09,,,,,,,,,,,,,,Москва,,,,,,,,ZSCC: NoCitationData[s0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXMYBHJX,journalArticle,2018,"Chinchilla-Rodríguez, Zaida; Miao, Lili; Murray, Dakota; Robinson-Garcia, Nicolás; Costas, Rodrigo; Sugimoto, Cassidy",A Global Comparison of Scientific Mobility and Collaboration According to National Scientific Capacities,Frontiers in Research Metrics and Analytics,,,10.3389/frma.2018.00017,,"This study compares the flows of mobile researchers and the number of publications in international collaboration within the context of scientific and economic capacities. The goal is to identify the convergence or discrepancy of countries in mobility and collaboration and determine the positions and relative influence of countries in both processes. Using affiliation data from scientific publications, we analyze the distributions and networks of collaboration and mobility and their structural differences. The results show that there is a significant relationship between the flow of mobile researchers and the capacity for publishing with foreign partners in the more prolific countries, although mobility is always lower than collaboration. Size matters and scientific relationship are highly resource-dependent. Advanced and Proficient countries accumulate the highest proportion of the mobile authors and international publications with an extremely low representation of mobility in Developing and Lagging countries. In addition, the placement of countries is not always consistent in both networks, revealing distinct roles of mobility and collaboration, with particular instability for lower income countries. The more resources available in a country (both scientific and economic) the greater the likelihood of attracting foreign partners and mobilizing human capital. The policy relevance of these structural differences are described and a brief description of the limitations and future research are provided.",01/05/2018,27/07/2021 5:57,10/12/2021 9:09,,17,,,3,,Frontiers in Research Metrics and Analytics,,,,,,,,,,,,,ResearchGate,,ZSCC: 0000037,,C:\Users\d_mal\Zotero\storage\MT2SWXZR\Chinchilla-Rodríguez_Miao_Murray_Robinson-Garcia_Costas_Sugimoto_2018_A Global Comparison of Scientific Mobility and Collaboration According to.pdf; ,https://www.researchgate.net/publication/325329947_A_Global_Comparison_of_Scientific_Mobility_and_Collaboration_According_to_National_Scientific_Capacities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMNAGQA4,journalArticle,,"Leydesdorff, Loet; Schank, Thomas; Scharnhorst, Andrea",Animating the development of Social Networks over time using a dynamic extension of multidimensional scaling.,,,,,,,,27/07/2021 5:55,10/12/2021 9:09,,,,,,,,,,,,,,,,,,,,,,ZSCC: 0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRK9QRXX,journalArticle,2008,"Hou, Haiyan; Kretschmer, Hildrun; Luan, Chunjuan",The Structure of Scientific Collaboration Networks in Scientometrics,Scientometrics,,,10.1007/s11192-007-1771-3,,"The structure of scientific collaboration networks in scientometrics is investigated at the level of individuals by using bibliographic data of all papers published in the international journal Scientometrics retrieved from the Science Citation Index (SCI) of the years 1978–2004. Combined analysis of social network analysis (SNA), co-occurrence analysis, cluster analysis and frequency analysis of words is explored to reveal: (1) The microstructure of the collaboration network on scientists' aspects of scientometrics; (2) The major collaborative fields of the whole network and of different collaborative sub-networks; (3) The collaborative center of the collaboration network in scientometrics.",01/05/2008,27/07/2021 5:52,10/12/2021 9:09,,189-202,,,75,,Scientometrics,,,,,,,,,,,,,ResearchGate,,ZSCC: NoCitationData[s1],,C:\Users\d_mal\Zotero\storage\NRUV7MBQ\Haiyan_Kretschmer_Luan_2008_The Structure of Scientific Collaboration Networks in Scientometrics.pdf; ,https://www.researchgate.net/publication/236902912_The_Structure_of_Scientific_Collaboration_Networks_in_Scientometrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGDET4NZ,journalArticle,2008,"Hunter, Laura; Leahey, Erin",Collaborative Research in Sociology: Trends and Contributing Factors,American Sociologists,,,,,,2008,27/07/2021 5:44,10/12/2021 9:09,,290-306,,4,39,,,,,,,,,,,,,,,,,ZSCC: 0000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K5MT6NPZ,journalArticle,2004,"Moody, James",The Structure of a Social Science Collaboration Network: Disciplinary Cohesion from 1963 to 1999,American Sociological Review,,,https://doi.org/10.1177/000312240406900204,https://journals.sagepub.com/doi/10.1177/000312240406900204,"Has sociology become more socially integrated over the last 30 years? Recent work in the sociology of knowledge demonstrates a direct linkage between social interaction patterns and the structure of ideas, suggesting that scientific collaboration networks affect scientific practice. I test three competing models for sociological collaboration networks and find that a structurally cohesive core that has been growing steadily since the early 1960s characterizes the discipline's coauthorship network. The results show that participation in the sociology collaboration network depends on research specialty and that quantitative work is more likely to be coauthored than non-quantitative work. However, structural embeddedness within the network core given collaboration is largely unrelated to specialty area. This pattern is consistent with a loosely overlapping specialty structure that has potentially integrative implications for theoretical development in sociology.",01/04/2004,27/07/2021 5:41,10/12/2021 9:09,27/07/2021 5:41,,,,,,,,,,,,,,,,,,,,,ZSCC: 0001211,,C:\Users\d_mal\Zotero\storage\MCMTJ2R3\000312240406900204.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNLGQBY6,journalArticle,2002,"Barabasi, Albert-Laszlo; Jeong, Hawoong; Ne'Da, Z.; Regan, Erzsébet; Schubert, Andras; Vicsek, Tamás",Evolution of the social network of scientific collaboration,Physica A,,,,,,01/01/2002,27/07/2021 6:01,10/12/2021 9:09,,03-Apr,,,311,,Physica A,,,,,,,,,,,,,ResearchGate,,ZSCC: NoCitationData[s1],,,https://www.researchgate.net/publication/281263059_Evolution_of_the_social_network_of_scientific_collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L6H2V87D,journalArticle,2002,"BarabaÃsi, A L; Jeong, H; NeÃda, Z; Ravasz, E; Schubert, A; Vicsek, T",Evolution of the social network of scientiÿc collaborations,Physica A,,,,,"The co-authorship network of scientists represents a prototype of complex evolving networks. In addition, it o ers one of the most extensive database to date on social networks. By mapping the electronic database containing all relevant journals in mathematics and neuro-science for an 8-year period (1991–98), we infer the dynamic and the structural mechanisms that govern the evolution and topology of this complex system. Three complementary approaches allow us to obtain a detailed characterization. First, empirical measurements allow us to uncover the topological measures that characterize the network at a given moment, as well as the time evolution of these quantities. The results indicate that the network is scale-free, and that the network evolution is governed by preferential attachment, a ecting both internal and external links. However, in contrast with most model predictions the average degree increases in time, and the node separation decreases. Second, we propose a simple model that captures the network’s time evolution. In some limits the model can be solved analytically, predicting a two-regime scaling in agreement with the measurements. Third, numerical simulations are used to uncover the behavior of quantities that could not be predicted analytically. The combined numerical and analytical results underline the important role internal links play in determining the observed scaling behavior and network topology. The results and methodologies developed in the context of the co-authorship network could be useful for a systematic study of other complex evolving networks as well, such as the world wide web, Internet, or other social networks. c 2002 Published by Elsevier Science B.V.",2002,27/07/2021 6:00,10/12/2021 9:09,,25,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: NoCitationData[s1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLU7P8UT,journalArticle,2004,"Newman, M. E. J.",Coauthorship networks and patterns of scientific collaboration,Proceedings of the National Academy of Sciences of the United States of America,,0027-8424,10.1073/pnas.0307545100,,"By using data from three bibliographic databases in biology, physics, and mathematics, respectively, networks are constructed in which the nodes are scientists, and two scientists are connected if they have coauthored a paper. We use these networks to answer a broad variety of questions about collaboration patterns, such as the numbers of papers authors write, how many people they write them with, what the typical distance between scientists is through the network, and how patterns of collaboration vary between subjects and over time. We also summarize a number of recent results by other authors on coauthorship patterns.",06/04/2004,27/07/2021 6:00,10/12/2021 9:09,,5200-5205,,,101 Suppl 1,,Proc Natl Acad Sci U S A,,,,,,,,eng,,,,,PubMed,,ZSCC: 0002295  PMID: 14745042 PMCID: PMC387296,,C:\Users\d_mal\Zotero\storage\I4MXKD5Y\Newman_2004_Coauthorship networks and patterns of scientific collaboration.pdf; ,http://www.ncbi.nlm.nih.gov/pubmed/14745042,,"Authorship; Models, Statistical; Neural Networks, Computer; Periodicals as Topic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G8WC56JT,journalArticle,2015,"Cugmas, Marjan; Ferligoj, Anuska; Kronegger, Luka",The stability of co-authorship structures,Scientometrics,,,10.1007/s11192-015-1790-4,,"This article examines the structure of co-authorship networks’ stability in time. The goal of the article is to analyse differences in the stability and size of groups of researchers that co-author with each other (core research groups) formed in disciplines from the natural and technical sciences on one hand and the social sciences and humanities on the other. The cores were obtained by a pre-specified blockmodeling procedure assuming a multi-core–semi-periphery–periphery structure. The stability of the obtained cores was measured with the Modified Adjusted Rand Index. The assumed structure was confirmed in all analysed disciplines. The average size of the cores obtained is higher in the second time period and the average core size is greater in the natural and technical sciences than in the social sciences and humanities. There are no differences in average core stability between the natural and technical sciences and the social sciences and humanities. However, if the stability of cores is defined by the splitting of cores and not also by the percentage of researchers who left the cores, the average stability of the cores is higher in disciplines from the scientific fields of Engineering sciences and technologies and Medical sciences than in disciplines of the Humanities, if controlling for the networks’ and disciplines’ characteristics. The analysis was performed on disciplinary co-authorship networks of Slovenian researchers in two time periods (1991–2000 and 2001–2010).",20/11/2015,27/07/2021 6:03,10/12/2021 9:08,,,,,106,,Scientometrics,,,,,,,,,,,,,ResearchGate,,ZSCC: NoCitationData[s1],,C:\Users\d_mal\Zotero\storage\LTPY9YXP\Cugmas_Ferligoj_Kronegger_2015_The stability of co-authorship structures.pdf; ,https://www.researchgate.net/publication/284280229_The_stability_of_co-authorship_structures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUGHN3ZP,journalArticle,2015,"Ferligoj, Anuska; Doreian, Patrick; Batagelj, Vladimir",Positions and Roles,,,,10.4135/9781446294413.n29,,"We start our presentation with a discussion of social systems composed of positions and roles. This is followed by a set of methods for identifying positions, roles and delineating social network structures. We finish by listing some important open problems requiring solutions so that we can better understand the structure and operation of role systems.",08/01/2015,27/07/2021 6:03,10/12/2021 9:08,,,,,,,,,,,,,,,,,,,,ResearchGate,,ZSCC: NoCitationData[s1],,,https://www.researchgate.net/publication/265223692_Positions_and_Roles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7Y9QH7YB,journalArticle,1973,"Small, Henry",Co-Citation in the Scientific Literature: A New Measure of the Relationship Between Two Documents,Journal of the American Society for Information Science,,,10.1002/asi.4630240406,,"A new form of document coupling called co-citation is defined as the frequency with which two documents are cited together. The co-citation frequency of two scientific papers can be determined by comparing lists of citing documents in the Science Citation Index and counting identical entries. Networks of co-cited papers can be generated for specific scientific specialties, and an example is drawn from the literature of particle physics. Co-citation patterns are found to differ significantly from bibliographic coupling patterns, but to agree generally with patterns of direct citation. Clusters of co-cited papers provide a new way to study the specialty structure of science. They may provide a new approach to indexing and to the creation of SDI profiles.",01/07/1973,27/07/2021 6:13,10/12/2021 9:08,,265-269,,,24,,Journal of the American Society for Information Science,Co-Citation in the Scientific Literature,,,,,,,,,,,,ResearchGate,,ZSCC: 0004492,,; C:\Users\d_mal\Zotero\storage\YREQXES3\Small_1973_Co-Citation in the Scientific Literature - A New Measure of the Relationship.pdf,https://www.researchgate.net/publication/227655644_Co-Citation_in_the_Scientific_Literature_A_New_Measure_of_the_Relationship_Between_Two_Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52IFG76I,book,2014,"Batagelj, Vladimir; Doreian, Patrick; Ferligoj, Anuska; Kejzar, Natasa","Understanding Large Temporal Networks and Spatial Networks: Exploration, Pattern Searching, Visualization and Network Evolution",,,,,,"This book explores social mechanisms that drive network change and link them to computationally sound models of changing structure to detect patterns. This text identifies the social processes generating these networks and how networks have evolved. Reviews: ""this book is easy to read and entertaining, and much can be learned from it. Even if you know just about everything about large-scale and temporal networks, the book is a worthwhile read; you will learn a lot about SNA literature, patents, the US Supreme Court, and European soccer."" (Social Networks) ""a clear and accessible textbook, balancing symbolic maths, code, and visual explanations. The authors' enthusiasm for the subject matter makes it enjoyable to read"" (JASSS).",28/11/2014,27/07/2021 6:09,10/12/2021 9:08,,,1,,,,,Understanding Large Temporal Networks and Spatial Networks,,,,,,,,,,,,ResearchGate,,ZSCC: 0000128  Pages: 450 DOI: 10.1002/9781118915370,,,https://www.researchgate.net/publication/305350985_Understanding_Large_Temporal_Networks_and_Spatial_Networks_Exploration_Pattern_Searching_Visualization_and_Network_Evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGYIJUQT,journalArticle,2013,"Batagelj, Vladimir; Cerinšek, Monika",On Bibliographic Networks,Scientometrics,,,10.1007/s11192-012-0940-1,,"In the paper we show that the bibliographic data can be transformed into a collection of compatible networks. Using network multiplication different interesting derived networks can be obtained. In defining them an appropriate normalization should be considered. The proposed approach can be applied also to other collections of compatible networks. We also discuss the question when the multiplication of sparse networks preserves sparseness. The proposed approaches are illustrated with analyses of collection of networks on the topic ""social network"" obtained from the Web of Science.",20/01/2013,27/07/2021 6:12,10/12/2021 9:08,,,,,96,,Scientometrics,,,,,,,,,,,,,ResearchGate,,ZSCC: 0000113,,C:\Users\d_mal\Zotero\storage\NAX56WEZ\Batagelj_Cerinšek_2013_On Bibliographic Networks.pdf; ,https://www.researchgate.net/publication/234412386_On_Bibliographic_Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSL3WZ4W,bookSection,2005,"Glänzel, Wolfgang; Schubert, András",Analysing Scientific Networks Through Co-Authorship,Handbook of Quantitative Science and Technology Research: The Use of Publication and Patent Statistics in Studies of S&T Systems,978-1-4020-2755-0,,,https://doi.org/10.1007/1-4020-2755-9_12,"Co-authorship is one of the most tangible and well documented forms of scientific collaboration. Almost every aspect of scientific collaboration networks can be reliably tracked by analysing co-authorship networks by bibliometric methods. In the present study, scientific collaboration is considered both at individual and national levels, with special focus given to multinational collaborations. Both literature data and original results witnessed a dramatic quantitative and structural change in the last decades of the 20th century. The changes, to great extent, can be attributed to the universal tendencies of globalisation and the political restructuring of Europe. The standards and, particularly, the visibility of scientific research, as a rule, benefit from the ever increasing level of collaboration, but the profits do not come automatically. This fact underlines the necessity of a regular quantitative monitoring of inputs and outcomes, i.e., bibliometric surveys.",2005,27/07/2021 6:04,10/12/2021 9:08,27/07/2021 6:04,257-276,,,,,,,,,,,Springer Netherlands,Dordrecht,en,,,,,Springer Link,,ZSCC: NoCitationData[s1]  DOI: 10.1007/1-4020-2755-9_12,,,,,Citation Impact; Coauthorship Network; Country Pair; International Collaboration; Scientific Collaboration,"Moed, Henk F.; Glänzel, Wolfgang; Schmoch, Ulrich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VXPYJTJW,journalArticle,1981,"Marshakova, Irina V.",Citation networks in information science,Scientometrics,,1588-2861,10.1007/BF02021861,https://doi.org/10.1007/BF02021861,"The method of co-citation analysis is used to build citation networks in information science. As data base the first 13 volumes (1961–1973) of the leading Soviet journal in the field (Nauchno-tekhnicheskaya Informatsiya) were used. The results reveal the topical structure of information science, the communities of authors and the names of single leading scientists. The evaluation of scientists' work is based on two measures: productivity (with or without co-authorship) and popularity (popularity of authors and popularity of papers).",01/01/1981,27/07/2021 6:16,10/12/2021 9:08,27/07/2021 6:16,13-25,,1,3,,Scientometrics,,,,,,,,en,,,,,Springer Link,,ZSCC: 0000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM5KNZJV,journalArticle,2018,"Мальцева, Дарья Васильевна",Сетевой подход как феномен социологической теории,Социологические исследования,,0132-1625,,,,2018,27/07/2021 6:17,10/12/2021 9:08,,Mar-14,,4,,,,,,,,,,,,,,,,,,ZSCC: 0000013,,C:\Users\d_mal\Zotero\storage\5IAPK2Z9\index.html,,,анализ социальных сетей; реляционная социология; акторно-сетевая теория; сетевой подход в социологии; современные социологические теории,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYLTJ53M,journalArticle,2004,"Batagelj, Vladimir; Mrvar, Andrej; Ferligoj, Anuska; Doreian, Patrick",Generalized Blockmodeling with Pajek,Metodoloski Zvezki,,,,,"One goal of blockmodeling is to reduce a large, potentially incoherent network to a smaller comprehensible structure that can be interpreted more readily. Batagelj, Doreian, and Ferligoj developed a generalized approach to blockmodeling and methods where a set of observed relations are fitted to a pre-specified blockmodel. In the paper this generalized blockmodeling approach as implemented in program Pajek is described. An overview of the blockmodeling procedures in Pajek is given and is illustrated by some examples.",01/01/2004,27/07/2021 6:16,10/12/2021 9:08,,455-467,,,1,,Metodoloski Zvezki,,,,,,,,,,,,,ResearchGate,,ZSCC: 0000066,,C:\Users\d_mal\Zotero\storage\U7EIPZCG\Batagelj_Mrvar_Ferligoj_Doreian_2004_Generalized Blockmodeling with Pajek.pdf; ,https://www.researchgate.net/publication/228944348_Generalized_Blockmodeling_with_Pajek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIAHSTMA,journalArticle,1963,"Kessler, M.M.",Bibliographic coupling between scientific papers,American Documentation,,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/asi.5090140103,,1963-01,27/07/2021 6:14,10/12/2021 9:08,27/07/2021 6:14,,,,,,,,,,,,,,,,,,,,,ZSCC: 0002392,,C:\Users\d_mal\Zotero\storage\5NWTM64Q\asi.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U5V3534X,book,207,"Мальцева, Дарья Васильевна","Сетевой подход в социологии: генезис идей, современное состояние и возможности применения",,,,,https://dhumanities.ru/resource/malceva-d-v-setevoj-podxod-v-sociologii-genezis-idej-sovremennoe-sostoyanie-i-vozmozhnosti-primeneniya/,,207,27/07/2021 6:18,10/12/2021 9:08,27/07/2021 6:18,,,,,,,Мальцева Д.В. Сетевой подход в социологии,,,,,,,ru-RU,,,,,,,ZSCC: NoCitationData[s0],,C:\Users\d_mal\Zotero\storage\L97T7M6T\malceva-d-v-setevoj-podxod-v-sociologii-genezis-idej-sovremennoe-sostoyanie-i-vozmozhnosti-prim.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2ADDZBB,journalArticle,2010,"Li, Jie; Burnham, Judy F.; Lemley, Trey; Britton, Robert M.","Citation Analysis: Comparison of Web of Science®, Scopus™, SciFinder®, and Google Scholar",Journal of Electronic Resources in Medical Libraries,,"1542-4065, 1542-4073",10.1080/15424065.2010.505518,http://www.tandfonline.com/doi/abs/10.1080/15424065.2010.505518,"In recent years, numerous articles have compared the coverage, features, and citation analysis capabilities of ScopusTM and Google Scholar with Web of Science1, a Web-based version of Science Citation Index. This article goes a step further and compares the citation analysis potential of four databases: Web of Science, Scopus, SciFinder, and Google Scholar. Each database presents its own strengths and weaknesses, including methods of analysis, differences in coverage, and means of linking references. As an illustration, Web of Science provides coverage back to 1900. In contrast, Scopus only has completed citation information from 1996 onward, yet Scopus provides better coverage of clinical medicine and nursing than Web of Science. SciFinder has the strongest coverage of chemistry and the natural sciences, while Google Scholar has the capability to link citation information to individual references. Although Scopus and Web of Science provide comprehensive citation reports, all databases miss linking to some references included in other databases.",31/08/2010,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:12,196-217,,3,7,,Journal of Electronic Resources in Medical Libraries,Citation Analysis,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000185,,"C:\Users\d_mal\Zotero\storage\9NXQWL2M\Li и др. - 2010 - Citation Analysis Comparison of Web of Science®, .pdf",,citation; comparison; web of science; data base; google scholar; scopus; SciFinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZ7RQXKM,journalArticle,2015,"Harzing, Anne-Wil",Health warning: might contain multiple personalities—the problem of homonyms in Thomson Reuters Essential Science Indicators,Scientometrics,,"0138-9130, 1588-2861",10.1007/s11192-015-1699-y,http://link.springer.com/10.1007/s11192-015-1699-y,,2015-12,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:12,2259-2270,,3,105,,Scientometrics,Health warning,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000036,,C:\Users\d_mal\Zotero\storage\EGDVVT4T\Harzing - 2015 - Health warning might contain multiple personaliti.pdf,,research; evaluation; data base; indicators; disambiguation; Essential Science; homonyms; thomson reuters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7Y722XC,journalArticle,2016,"Harzing, Anne-Wil; Alakangas, Satu","Google Scholar, Scopus and the Web of Science: a longitudinal and cross-disciplinary comparison",Scientometrics,,"0138-9130, 1588-2861",10.1007/s11192-015-1798-9,http://link.springer.com/10.1007/s11192-015-1798-9,"This article aims to provide a systematic and comprehensive comparison of the coverage of the three major bibliometric databases: Google Scholar, Scopus and the Web of Science. Based on a sample of 146 senior academics in five broad disciplinary areas, we therefore provide both a longitudinal and a cross-disciplinary comparison of the three databases.",2016-02,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:12,787-804,,2,106,,Scientometrics,"Google Scholar, Scopus and the Web of Science",,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000870,,"C:\Users\d_mal\Zotero\storage\6KPUL7XF\Harzing и Alakangas - 2016 - Google Scholar, Scopus and the Web of Science a l.pdf",,comparison; web of science; data base; google scholar; scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S26BCZF4,journalArticle,,"Inform, Nauchn-Techn; Marshakova-Shaikevich, Irena",System of Document Connections Based on References,,,,,,,,27/07/2021 6:20,10/12/2021 9:08,,6,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: NoCitationData[s1],,C:\Users\d_mal\Zotero\storage\VJXHPI53\Inform and Marshakova-Shaikevich - System of Document Connections Based on References.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84TXIV9M,journalArticle,,"Inform, Nauchn-Techn; Marshakova-Shaikevich, Irena",System of Document Connections Based on References,,,,,,,,27/07/2021 6:19,10/12/2021 9:08,,6,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: NoCitationData[s1],,C:\Users\d_mal\Zotero\storage\N846TL2U\Inform and Marshakova-Shaikevich - System of Document Connections Based on References.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3WXW7JVS,journalArticle,2015,"Hilbert, Fee; Barth, Julia; Gremm, Julia; Gros, Daniel; Haiter, Jessica; Henkel, Maria; Reinhardt, Wilhelm; Stock, Wolfgang G.",Coverage of academic citation databases compared with coverage of scientific social media: Personal publication lists as calibration parameters,Online Information Review,,1468-4527,10.1108/OIR-07-2014-0159,https://www.emerald.com/insight/content/doi/10.1108/OIR-07-2014-0159/full/html,"Purpose – The purpose of this paper is to show how the coverage of publications is represented in information services. Academic citation databases (Web of Science, Scopus, Google Scholar) and scientific social media (Mendeley, CiteULike, BibSonomy) were analyzed by applying a new method: the use of personal publication lists of scientists.",13/04/2015,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:12,255-264,,2,39,,Online Information Review,Coverage of academic citation databases compared with coverage of scientific social media,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: NoCitationData[s1],,C:\Users\d_mal\Zotero\storage\6KBD9CX8\Hilbert и др. - 2015 - Coverage of academic citation databases compared w.pdf,,citation; comparison; publications; data base; scientific social media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5DAVBME5,journalArticle,2010,"Mikki, Susanne",Comparing Google Scholar and ISI Web of Science for Earth Sciences,Scientometrics,,"0138-9130, 1588-2861",10.1007/s11192-009-0038-6,http://link.springer.com/10.1007/s11192-009-0038-6,"In order to measure the degree to which Google Scholar can compete with bibliographical databases, search results from this database is compared with Thomson’s ISI WoS (Institute for Scientific Information, Web of Science). For earth science literature 85% of documents indexed by ISI WoS were recalled by Google Scholar. The rank of records displayed in Google Scholar and ISI WoS, is compared by means of Spearman’s footrule. For impact measures the h-index is investigated. Similarities in measures were significant for the two sources.",2010-02,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:13,321-331,,2,82,,Scientometrics,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000101,,C:\Users\d_mal\Zotero\storage\FMWDJWBB\Mikki - 2010 - Comparing Google Scholar and ISI Web of Science fo.pdf,,comparison; web of science; data base; google scholar; earth sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8SXIBPJ9,journalArticle,2014,"Universitat Politècnica de València, Editorial",To what extent is inclusion in the Web of Science an indicator of journal 'quality'?,Ingeniería del agua,,"1886-4996, 1134-2196",10.4995/ia.2014.3293,http://polipapers.upv.es/index.php/IA/article/view/3293,"The assessment of research based on the journal in which it is published is a widely adopted practice. Some research assessments use the Web of Science (WoS) to identify “high quality” journals, which are assumed to publish excellent research. The authority of WoS on journal quality stems from its selection of journals based on editorial standards and scientific impact criteria. These can be considered as universalistic criteria, meaning that they can be applied to any journal regardless of its place of publication, language, or discipline. In this article we examine the coverage by WoS of journals produced in Latin America, Spain, and Portugal. We use a logistic regression to examine the probability of a journal to be covered by WoS given universalistic criteria (editorial standards and scientific impact of the journal) and particularistic criteria (country, language, and discipline of the journal). We find that it is not possible to predict the inclusion of journals in WoS only through the universalistic criteria because particularistic variables such as country of the journal, its discipline and language are also related to inclusion in WoS. We conclude that using WoS as a universalistic tool for research assessment can disadvantage science published in journals with adequate editorial standards and scientific merit. We discuss the implications of these findings within the research evaluation literature, specifically for countries and disciplines not extensively covered by WoS.",29/09/2014,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:12,ix,,1,18,,ing.agua,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: NoCitationData[s1],,C:\Users\d_mal\Zotero\storage\6R3GTJIP\Universitat Politècnica de València - 2014 - Universitat Politècnica de València.pdf,,journals; web of science; data base; indicators; journal quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
